,file_name,Longitudinal,Chain,Author,Isotype,Age,Size_igblastn,Disease,Link,BSource,BType,Size,Species,Vaccine,Subject,valid_entry_num
2186,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S4_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,583563,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,506555,human,None,S4,13179
2187,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S50_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,401668,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,309280,human,None,S50,7959
2188,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S51_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,483079,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,362404,human,None,S51,9723
2189,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S52_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,428175,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,317872,human,None,S52,8449
2190,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S53_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,293038,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,226436,human,None,S53,7686
2191,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S54_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,519898,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,388688,human,None,S54,13309
2192,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S55_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,542406,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,388829,human,None,S55,5456
2193,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S56_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,552879,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,415292,human,None,S56,9931
2194,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S57_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,500686,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,360259,human,None,S57,10611
2195,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S58_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,434087,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,307871,human,None,S58,10846
2196,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S59_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,572063,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,411439,human,None,S59,11335
2197,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S5_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,622361,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,459341,human,None,S5,11964
2198,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S60_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,444349,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,319516,human,None,S60,8668
2199,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S61_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,378925,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,283654,human,None,S61,8061
2200,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S62_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,339688,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,255957,human,None,S62,6508
2201,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S63_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,460138,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,342768,human,None,S63,8018
2202,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S64_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,512675,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,375804,human,None,S64,11214
2203,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S65_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,636934,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,458081,human,None,S65,4363
2204,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S66_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,346688,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,253067,human,None,S66,7867
2205,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S67_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,490939,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,365717,human,None,S67,10419
2206,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S68_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,442662,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,321456,human,None,S68,9296
2207,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S69_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,391424,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,278143,human,None,S69,6983
2208,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S70_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,386151,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,293990,human,None,S70,9149
2209,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S71_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,355700,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,267332,human,None,S71,6600
2210,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S72_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,455440,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,330303,human,None,S72,10043
2211,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S73_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,405598,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,290393,human,None,S73,10117
2212,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S74_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,400450,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,300633,human,None,S74,9284
2213,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S75_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,556147,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,398013,human,None,S75,9723
2214,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S76_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,534830,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,400167,human,None,S76,9996
2215,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S77_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,459618,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,347812,human,None,S77,10683
2216,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S78_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,361279,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,279642,human,None,S78,9470
2217,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S79_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,438105,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,324347,human,None,S79,7011
2218,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S7_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,291582,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,216543,human,None,S7,6603
2219,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S80_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,377223,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,285990,human,None,S80,8245
2220,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S81_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,263091,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,197205,human,None,S81,4758
2221,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S82_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,388120,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,290143,human,None,S82,7804
2222,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S83_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,449320,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,334159,human,None,S83,11551
2223,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S84_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,564597,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,421877,human,None,S84,11899
2224,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S85_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,392542,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,295782,human,None,S85,8582
2225,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S86_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,553887,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,407863,human,None,S86,11693
2226,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S87_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,397049,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,302413,human,None,S87,9373
2227,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S88_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,464491,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,331642,human,None,S88,6023
2228,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S89_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,712376,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,504673,human,None,S89,10589
2229,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S8_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,503928,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,363147,human,None,S8,10398
2230,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S90_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,534221,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,377984,human,None,S90,5909
2231,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S91_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,595192,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,424788,human,None,S91,6685
2232,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S92_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,207451,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,152223,human,None,S92,1301
2233,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S93_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,443143,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,324289,human,None,S93,10681
2234,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S94_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,366794,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,264229,human,None,S94,8388
2235,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S95_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,858938,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,614959,human,None,S95,3759
2236,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S96_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,364222,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,266066,human,None,S96,1558
2237,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S97_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,522535,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,372938,human,None,S97,2486
2238,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S99_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,354189,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,262715,human,None,S99,1977
2239,Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S9_Naive-B-Cells_igblastn_Bulk,no,Light,"Gidoni et al., (2019)",Bulk,no,451131,Healthy/celiac-disease,https://www.nature.com/articles/s41467-019-08489-3,PBMC,Naive-B-Cells,328642,human,None,S9,9416
2566,Huang_2016_heavy_2012_Bulk_2012_1st_run_heavy_1-fq-gz_iglblastn_Bulk,Year-21,Heavy,"Huang et al., (2016)",Bulk,no,459336,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,290196,human,None,Donor-Z258,3241
2567,Huang_2016_heavy_2012_Bulk_2012_2nd_run_heavy_1-fq-gz_iglblastn_Bulk,Year-21,Heavy,"Huang et al., (2016)",Bulk,no,1557344,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,1081685,human,None,Donor-Z258,17156
2568,Huang_2016_heavy_2012_Bulk_2012_3rd_run_heavy_2-fq-gz_iglblastn_Bulk,Year-21,Heavy,"Huang et al., (2016)",Bulk,no,1930689,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,1335334,human,None,Donor-Z258,20489
2569,Huang_2016_heavy_2014_Bulk_2014_1st_run_heavy_2-fq-gz_iglblastn_Bulk,Year-23,Heavy,"Huang et al., (2016)",Bulk,no,108800,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,69403,human,None,Donor-Z258,748
2570,Huang_2016_heavy_2014_Bulk_2014_2nd_run_heavy_2-fq-gz_iglblastn_Bulk,Year-23,Heavy,"Huang et al., (2016)",Bulk,no,436831,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,300139,human,None,Donor-Z258,4886
2571,Huang_2016_heavy_2014_Bulk_2014_3rd_run_heavy_2-fq-gz_iglblastn_Bulk,Year-23,Heavy,"Huang et al., (2016)",Bulk,no,538147,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,368428,human,None,Donor-Z258,5922
2572,Huang_2016_heavy_2015_Bulk_2015_1st_run_heavy_1-fq-gz_iglblastn_Bulk,Year-24,Heavy,"Huang et al., (2016)",Bulk,no,119857,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,79346,human,None,Donor-Z258,756
2573,Huang_2016_heavy_2015_Bulk_2015_2nd_run_heavy_2-fq-gz_iglblastn_Bulk,Year-24,Heavy,"Huang et al., (2016)",Bulk,no,610986,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,443581,human,None,Donor-Z258,6985
2574,Huang_2016_heavy_2015_Bulk_2015_3rd_run_heavy_2-fq-gz_iglblastn_Bulk,Year-24,Heavy,"Huang et al., (2016)",Bulk,no,759701,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,549721,human,None,Donor-Z258,8495
2575,Huang_2016_light_2012_2012_1st_run_light_1-fq-gz_iglblastn,Year-21,Light,"Huang et al., (2016)",Bulk,no,2236655,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,46416,human,None,Donor-Z258,14
2576,Huang_2016_light_2012_2012_2nd_run_light_1-fq-gz_iglblastn,Year-21,Light,"Huang et al., (2016)",Bulk,no,2634304,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,1804386,human,None,Donor-Z258,46803
2577,Huang_2016_light_2012_2012_3rd_run_light_2-fq-gz_iglblastn,Year-21,Light,"Huang et al., (2016)",Bulk,no,3028639,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,2061828,human,None,Donor-Z258,49638
2578,Huang_2016_light_2014_2014_1st_run_light_1-fq-gz_iglblastn,Year-23,Light,"Huang et al., (2016)",Bulk,no,2632954,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,225320,human,None,Donor-Z258,22
2579,Huang_2016_light_2014_2014_2nd_run_light_1-fq-gz_iglblastn,Year-23,Light,"Huang et al., (2016)",Bulk,no,802682,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,553409,human,None,Donor-Z258,13450
2580,Huang_2016_light_2014_2014_3rd_run_light_2-fq-gz_iglblastn,Year-23,Light,"Huang et al., (2016)",Bulk,no,933565,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,639285,human,None,Donor-Z258,14316
2581,Huang_2016_light_2015_2015_1st_run_light_1-fq-gz_iglblastn,Year-24,Light,"Huang et al., (2016)",Bulk,no,586062,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,418392,human,None,Donor-Z258,10347
2582,Huang_2016_light_2015_2015_2nd_run_light_1-fq-gz_iglblastn,Year-24,Light,"Huang et al., (2016)",Bulk,no,912636,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,660955,human,None,Donor-Z258,14529
2583,Huang_2016_light_2015_2015_3rd_run_light_2-fq-gz_iglblastn,Year-24,Light,"Huang et al., (2016)",Bulk,no,1064865,HIV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770152/,PBMC,Memory-B-Cells,765958,human,None,Donor-Z258,15885
2660,Johnson_2018_Heavy_Healthy_Healthy_Heavy_Healthy_Healthy_Memory_Part-1,no,Heavy,"Johnson et al., (2018)",Bulk,no,901619,None,https://www.nature.com/articles/s41467-018-06424-6#MOESM1,PBMC,Memory-B-Cells,522244,human,None,HD1,3734
2661,Johnson_2018_Heavy_Healthy_Healthy_Heavy_Healthy_Healthy_Naive_Part-1,no,Heavy,"Johnson et al., (2018)",Bulk,no,1225706,None,https://www.nature.com/articles/s41467-018-06424-6#MOESM1,PBMC,Naive-B-Cells,757006,human,None,HD1,4032
4178,Rubelt_2016_TWINs_1_TW01A_IGHA_TW01A_B_memory_iglblastn_IGHA,no,Heavy,"Rubelt et al., (2016)",IGHA,no,9586,None,https://www.nature.com/articles/ncomms11112,PBMC,Memory-B-Cells,5435,human,None,TW01A,50
4179,Rubelt_2016_TWINs_1_TW01A_IGHA_TW01A_B_naive_iglblastn_IGHA,no,Heavy,"Rubelt et al., (2016)",IGHA,no,8704,None,https://www.nature.com/articles/ncomms11112,PBMC,Naive-B-Cells,5035,human,None,TW01A,66
4180,Rubelt_2016_TWINs_1_TW01A_IGHD_TW01A_B_naive_iglblastn_IGHD,no,Heavy,"Rubelt et al., (2016)",IGHD,no,5195,None,https://www.nature.com/articles/ncomms11112,PBMC,Naive-B-Cells,1724,human,None,TW01A,18
4181,Rubelt_2016_TWINs_1_TW01A_IGHG_TW01A_B_memory_iglblastn_IGHG,no,Heavy,"Rubelt et al., (2016)",IGHG,no,7936,None,https://www.nature.com/articles/ncomms11112,PBMC,Memory-B-Cells,4198,human,None,TW01A,30
4182,Rubelt_2016_TWINs_1_TW01A_IGHG_TW01A_B_naive_iglblastn_IGHG,no,Heavy,"Rubelt et al., (2016)",IGHG,no,4208,None,https://www.nature.com/articles/ncomms11112,PBMC,Naive-B-Cells,3206,human,None,TW01A,43
4183,Rubelt_2016_TWINs_1_TW01A_IGHM_TW01A_B_memory_iglblastn_IGHM,no,Heavy,"Rubelt et al., (2016)",IGHM,no,32511,None,https://www.nature.com/articles/ncomms11112,PBMC,Memory-B-Cells,16887,human,None,TW01A,114
4184,Rubelt_2016_TWINs_1_TW01A_IGHM_TW01A_B_naive_iglblastn_IGHM,no,Heavy,"Rubelt et al., (2016)",IGHM,no,133376,None,https://www.nature.com/articles/ncomms11112,PBMC,Naive-B-Cells,89761,human,None,TW01A,975
4185,Rubelt_2016_TWINs_1_TW01B_IGHA_TW01B_B_memory_iglblastn_IGHA,no,Heavy,"Rubelt et al., (2016)",IGHA,no,5345,None,https://www.nature.com/articles/ncomms11112,PBMC,Memory-B-Cells,2898,human,None,TW01B,49
4186,Rubelt_2016_TWINs_1_TW01B_IGHA_TW01B_B_naive_iglblastn_IGHA,no,Heavy,"Rubelt et al., (2016)",IGHA,no,6542,None,https://www.nature.com/articles/ncomms11112,PBMC,Naive-B-Cells,4246,human,None,TW01B,39
4187,Rubelt_2016_TWINs_1_TW01B_IGHD_TW01B_B_naive_iglblastn_IGHD,no,Heavy,"Rubelt et al., (2016)",IGHD,no,8071,None,https://www.nature.com/articles/ncomms11112,PBMC,Naive-B-Cells,795,human,None,TW01B,22
